"","City","Year","Latitude","Longitude","Coastal","Elevation","Temperature"
"44","Montgomery, AL   ",1944,32.9,86.8,1,221,33.1392072780626
"45","Montgomery, AL   ",1945,32.9,86.8,1,221,31.0008822365706
"46","Montgomery, AL   ",1946,32.9,86.8,1,221,33.0386997210485
"47","Montgomery, AL   ",1947,32.9,86.8,1,221,35.044220672586
"48","Montgomery, AL   ",1948,32.9,86.8,1,221,29.7298457588821
"49","Montgomery, AL   ",1949,32.9,86.8,1,221,38.5202688820003
"50","Montgomery, AL   ",1950,32.9,86.8,1,221,51.0105789852056
"51","Montgomery, AL   ",1951,32.9,86.8,1,221,43.1566605467815
"52","Montgomery, AL   ",1952,32.9,86.8,1,221,29.3468181185874
"53","Montgomery, AL   ",1953,32.9,86.8,1,221,39.3703003623458
"54","Montgomery, AL   ",1954,32.9,86.8,1,221,48.6919974401483
"55","Montgomery, AL   ",1955,32.9,86.8,1,221,39.283333176246
"56","Montgomery, AL   ",1956,32.9,86.8,1,221,36.543885639751
"57","Montgomery, AL   ",1957,32.9,86.8,1,221,34.1998528953865
"58","Montgomery, AL   ",1958,32.9,86.8,1,221,41.8720086673542
"59","Montgomery, AL   ",1959,32.9,86.8,1,221,44.0193476667749
"60","Montgomery, AL   ",1960,32.9,86.8,1,221,39.7726725896459
"61","Phoenix, AZ      ",1931,33.6,112.5,0,1132,25.1918246488271
"62","Phoenix, AZ      ",1932,33.6,112.5,0,1132,32.067960695983
"63","Phoenix, AZ      ",1933,33.6,112.5,0,1132,26.5002091955671
"64","Phoenix, AZ      ",1934,33.6,112.5,0,1132,32.1941537228981
"65","Phoenix, AZ      ",1935,33.6,112.5,0,1132,39.504635245522
"66","Phoenix, AZ      ",1936,33.6,112.5,0,1132,47.2488345676558
"67","Phoenix, AZ      ",1937,33.6,112.5,0,1132,45.8932518214723
"68","Phoenix, AZ      ",1938,33.6,112.5,0,1132,25.0273213572707
"69","Phoenix, AZ      ",1939,33.6,112.5,0,1132,37.5992098608671
"70","Phoenix, AZ      ",1940,33.6,112.5,0,1132,45.232851812803
"71","Phoenix, AZ      ",1941,33.6,112.5,0,1132,36.1149561497018
"72","Phoenix, AZ      ",1942,33.6,112.5,0,1132,46.5868432174569
"73","Phoenix, AZ      ",1943,33.6,112.5,0,1132,31.3105237876912
"74","Phoenix, AZ      ",1944,33.6,112.5,0,1132,28.7919905182217
"75","Phoenix, AZ      ",1945,33.6,112.5,0,1132,45.8059103335924
"76","Phoenix, AZ      ",1946,33.6,112.5,0,1132,43.9121539283021
"77","Phoenix, AZ      ",1947,33.6,112.5,0,1132,41.5410484343617
"78","Phoenix, AZ      ",1948,33.6,112.5,0,1132,42.5788945941495
"79","Phoenix, AZ      ",1949,33.6,112.5,0,1132,25.283213026878
"80","Phoenix, AZ      ",1950,33.6,112.5,0,1132,26.3729126757152
"81","Phoenix, AZ      ",1951,33.6,112.5,0,1132,24.95457318564
"82","Phoenix, AZ      ",1952,33.6,112.5,0,1132,42.6406714594377
"83","Phoenix, AZ      ",1953,33.6,112.5,0,1132,29.1252044480243
"84","Phoenix, AZ      ",1954,33.6,112.5,0,1132,24.8916535764363
"85","Phoenix, AZ      ",1955,33.6,112.5,0,1132,40.9632884492509
"86","Phoenix, AZ      ",1956,33.6,112.5,0,1132,23.2000474197734
"87","Phoenix, AZ      ",1957,33.6,112.5,0,1132,32.0974598478008
"88","Phoenix, AZ      ",1958,33.6,112.5,0,1132,24.8111616653716
"89","Phoenix, AZ      ",1959,33.6,112.5,0,1132,40.9658845108374
"90","Phoenix, AZ      ",1960,33.6,112.5,0,1132,23.4871442783497
"91","Little Rock, AR  ",1931,35.4,92.8,0,258,30.5866678865084
"92","Little Rock, AR  ",1932,35.4,92.8,0,258,29.1166109671496
"93","Little Rock, AR  ",1933,35.4,92.8,0,258,32.5096384463054
"94","Little Rock, AR  ",1934,35.4,92.8,0,258,22.6328931979088
"95","Little Rock, AR  ",1935,35.4,92.8,0,258,27.7069911422204
"96","Little Rock, AR  ",1936,35.4,92.8,0,258,24.354372184354
"97","Little Rock, AR  ",1937,35.4,92.8,0,258,22.7033497485497
"98","Little Rock, AR  ",1938,35.4,92.8,0,258,26.7205338152457
"99","Little Rock, AR  ",1939,35.4,92.8,0,258,20.3505918111673
"100","Little Rock, AR  ",1940,35.4,92.8,0,258,41.8203058261441
"101","Little Rock, AR  ",1941,35.4,92.8,0,258,43.592507589337
"102","Little Rock, AR  ",1942,35.4,92.8,0,258,39.0225026520779
"103","Little Rock, AR  ",1943,35.4,92.8,0,258,40.6124246797056
"104","Little Rock, AR  ",1944,35.4,92.8,0,258,33.7748697876201
"105","Little Rock, AR  ",1945,35.4,92.8,0,258,37.78327336405
"106","Little Rock, AR  ",1946,35.4,92.8,0,258,19.7221554031398
"107","Little Rock, AR  ",1947,35.4,92.8,0,258,42.8061517704859
"108","Little Rock, AR  ",1948,35.4,92.8,0,258,32.4345158591343
"109","Little Rock, AR  ",1949,35.4,92.8,0,258,21.6479763066309
"110","Little Rock, AR  ",1950,35.4,92.8,0,258,36.6887753432823
"111","Little Rock, AR  ",1951,35.4,92.8,0,258,18.8849947912158
"112","Little Rock, AR  ",1952,35.4,92.8,0,258,40.3904404204999
"113","Little Rock, AR  ",1953,35.4,92.8,0,258,27.8675767413987
"114","Little Rock, AR  ",1954,35.4,92.8,0,258,19.6730921676553
"115","Little Rock, AR  ",1955,35.4,92.8,0,258,32.1707470214708
"116","Little Rock, AR  ",1956,35.4,92.8,0,258,36.2860306053559
"117","Little Rock, AR  ",1957,35.4,92.8,0,258,31.1565524823642
"118","Little Rock, AR  ",1958,35.4,92.8,0,258,26.2657753046903
"119","Little Rock, AR  ",1959,35.4,92.8,0,258,32.3772307510896
"120","Little Rock, AR  ",1960,35.4,92.8,0,258,21.6006282987706
"121","Los Angeles, CA  ",1931,34.3,118.7,1,126,53.7671970093258
"122","Los Angeles, CA  ",1932,34.3,118.7,1,126,51.7047118874865
"123","Los Angeles, CA  ",1933,34.3,118.7,1,126,40.7546227588287
"124","Los Angeles, CA  ",1934,34.3,118.7,1,126,49.4776419765827
"125","Los Angeles, CA  ",1935,34.3,118.7,1,126,55.1248613914831
"126","Los Angeles, CA  ",1936,34.3,118.7,1,126,44.0034805716281
"127","Los Angeles, CA  ",1937,34.3,118.7,1,126,42.9520766420263
"128","Los Angeles, CA  ",1938,34.3,118.7,1,126,43.9013617295109
"129","Los Angeles, CA  ",1939,34.3,118.7,1,126,58.0649989166687
"130","Los Angeles, CA  ",1940,34.3,118.7,1,126,35.9150743959731
"131","Los Angeles, CA  ",1941,34.3,118.7,1,126,46.4002437787585
"132","Los Angeles, CA  ",1942,34.3,118.7,1,126,42.4671136479034
"133","Los Angeles, CA  ",1943,34.3,118.7,1,126,47.9000528597059
"134","Los Angeles, CA  ",1944,34.3,118.7,1,126,59.8112262103467
"135","Los Angeles, CA  ",1945,34.3,118.7,1,126,48.8920974940192
"136","Los Angeles, CA  ",1946,34.3,118.7,1,126,54.653280294378
"137","Los Angeles, CA  ",1947,34.3,118.7,1,126,53.2992538633983
"138","Los Angeles, CA  ",1948,34.3,118.7,1,126,58.8703179858332
"139","Los Angeles, CA  ",1949,34.3,118.7,1,126,49.9927118054968
"140","Los Angeles, CA  ",1950,34.3,118.7,1,126,43.7058355575833
"141","Los Angeles, CA  ",1951,34.3,118.7,1,126,35.1501163701635
"142","Los Angeles, CA  ",1952,34.3,118.7,1,126,52.9958318279216
"143","Los Angeles, CA  ",1953,34.3,118.7,1,126,48.4432501252738
"144","Los Angeles, CA  ",1954,34.3,118.7,1,126,39.3115925440345
"145","Los Angeles, CA  ",1955,34.3,118.7,1,126,36.6972131650208
"146","Los Angeles, CA  ",1956,34.3,118.7,1,126,42.4783278779665
"147","Los Angeles, CA  ",1957,34.3,118.7,1,126,45.1594986000203
"148","Los Angeles, CA  ",1958,34.3,118.7,1,126,40.1151195512435
"149","Los Angeles, CA  ",1959,34.3,118.7,1,126,45.0505100645752
"150","Los Angeles, CA  ",1960,34.3,118.7,1,126,51.6878382159887
"151","San Francisco, CA",1931,38.4,123,1,11,32.3579958938943
"152","San Francisco, CA",1932,38.4,123,1,11,44.6909682542813
"153","San Francisco, CA",1933,38.4,123,1,11,54.7304962055009
"154","San Francisco, CA",1934,38.4,123,1,11,49.4688955328379
"155","San Francisco, CA",1935,38.4,123,1,11,37.0164279066064
"156","San Francisco, CA",1936,38.4,123,1,11,38.2615086848389
"157","San Francisco, CA",1937,38.4,123,1,11,32.8507430581212
"158","San Francisco, CA",1938,38.4,123,1,11,29.3111296890631
"159","San Francisco, CA",1939,38.4,123,1,11,36.1010922845847
"160","San Francisco, CA",1940,38.4,123,1,11,30.5962933567831
"161","San Francisco, CA",1941,38.4,123,1,11,47.9720127219862
"162","San Francisco, CA",1942,38.4,123,1,11,41.1232897869059
"163","San Francisco, CA",1943,38.4,123,1,11,34.2743666316875
"164","San Francisco, CA",1944,38.4,123,1,11,42.0796638482058
"165","San Francisco, CA",1945,38.4,123,1,11,32.8634309570707
"166","San Francisco, CA",1946,38.4,123,1,11,32.2704395292952
"167","San Francisco, CA",1947,38.4,123,1,11,38.0277675870753
"168","San Francisco, CA",1948,38.4,123,1,11,35.1933237818573
"169","San Francisco, CA",1949,38.4,123,1,11,42.1209783043194
"170","San Francisco, CA",1950,38.4,123,1,11,35.4888615711312
"171","San Francisco, CA",1951,38.4,123,1,11,47.2108026056823
"172","San Francisco, CA",1952,38.4,123,1,11,41.7741944557375
"173","San Francisco, CA",1953,38.4,123,1,11,41.9603431148802
"174","San Francisco, CA",1954,38.4,123,1,11,39.7963268717943
"175","San Francisco, CA",1955,38.4,123,1,11,49.1487550571535
"176","San Francisco, CA",1956,38.4,123,1,11,39.2154294704101
"177","San Francisco, CA",1957,38.4,123,1,11,51.2326974692298
"178","San Francisco, CA",1958,38.4,123,1,11,30.7220323755638
"179","San Francisco, CA",1959,38.4,123,1,11,41.762590779378
"180","San Francisco, CA",1960,38.4,123,1,11,33.5875810713016
"181","Denver, CO       ",1931,40.7,105.3,0,5883,11.707042628634
"182","Denver, CO       ",1932,40.7,105.3,0,5883,28.1520163202124
"183","Denver, CO       ",1933,40.7,105.3,0,5883,27.3989749841929
"184","Denver, CO       ",1934,40.7,105.3,0,5883,15.6108560892083
"185","Denver, CO       ",1935,40.7,105.3,0,5883,24.063806974414
"186","Denver, CO       ",1936,40.7,105.3,0,5883,24.3020556780458
"187","Denver, CO       ",1937,40.7,105.3,0,5883,20.0414666755658
"188","Denver, CO       ",1938,40.7,105.3,0,5883,11.1581339905175
"189","Denver, CO       ",1939,40.7,105.3,0,5883,6.93851244820513
"190","Denver, CO       ",1940,40.7,105.3,0,5883,8.741139655432
"191","Denver, CO       ",1941,40.7,105.3,0,5883,5.81166427722769
"192","Denver, CO       ",1942,40.7,105.3,0,5883,24.841200290868
"193","Denver, CO       ",1943,40.7,105.3,0,5883,8.04102089271221
"194","Denver, CO       ",1944,40.7,105.3,0,5883,27.6947503360781
"195","Denver, CO       ",1945,40.7,105.3,0,5883,25.7229380200801
"196","Denver, CO       ",1946,40.7,105.3,0,5883,25.373275286691
"197","Denver, CO       ",1947,40.7,105.3,0,5883,2.97121436815437
"198","Denver, CO       ",1948,40.7,105.3,0,5883,4.2892235822292
"199","Denver, CO       ",1949,40.7,105.3,0,5883,4.40158849242392
"200","Denver, CO       ",1950,40.7,105.3,0,5883,11.2387205177495
"201","Denver, CO       ",1951,40.7,105.3,0,5883,4.54047445204905
"202","Denver, CO       ",1952,40.7,105.3,0,5883,12.5278049228095
"203","Denver, CO       ",1953,40.7,105.3,0,5883,24.298491695353
"204","Denver, CO       ",1954,40.7,105.3,0,5883,16.0423952216072
"205","Denver, CO       ",1955,40.7,105.3,0,5883,10.619364173587
"206","Denver, CO       ",1956,40.7,105.3,0,5883,17.6611922147567
"207","Denver, CO       ",1957,40.7,105.3,0,5883,18.9300012256516
"208","Denver, CO       ",1958,40.7,105.3,0,5883,16.0842581784946
"209","Denver, CO       ",1959,40.7,105.3,0,5883,27.1977073421527
"210","Denver, CO       ",1960,40.7,105.3,0,5883,5.47973802658337
"211","New Haven, CT    ",1931,41.7,73.4,1,12,9.41070873035939
"212","New Haven, CT    ",1932,41.7,73.4,1,12,28.7925269042707
"213","New Haven, CT    ",1933,41.7,73.4,1,12,33.1234236063158
"214","New Haven, CT    ",1934,41.7,73.4,1,12,27.615957322821
"215","New Haven, CT    ",1935,41.7,73.4,1,12,10.664695163466
"216","New Haven, CT    ",1936,41.7,73.4,1,12,35.0360868405676
"217","New Haven, CT    ",1937,41.7,73.4,1,12,14.4847685107375
"218","New Haven, CT    ",1938,41.7,73.4,1,12,34.2529681373288
"219","New Haven, CT    ",1939,41.7,73.4,1,12,34.9455803711714
"220","New Haven, CT    ",1940,41.7,73.4,1,12,32.9987616702146
"221","New Haven, CT    ",1941,41.7,73.4,1,12,21.7632937455692
"222","New Haven, CT    ",1942,41.7,73.4,1,12,29.6793720659524
"223","New Haven, CT    ",1943,41.7,73.4,1,12,31.0396181434057
"224","New Haven, CT    ",1944,41.7,73.4,1,12,18.5185722571141
"225","New Haven, CT    ",1945,41.7,73.4,1,12,25.0801862649458
"226","New Haven, CT    ",1946,41.7,73.4,1,12,25.7407789770828
"227","New Haven, CT    ",1947,41.7,73.4,1,12,19.2921374141857
"228","New Haven, CT    ",1948,41.7,73.4,1,12,10.4450860671443
"229","New Haven, CT    ",1949,41.7,73.4,1,12,30.9844989235144
"230","New Haven, CT    ",1950,41.7,73.4,1,12,17.2454029164466
"231","New Haven, CT    ",1951,41.7,73.4,1,12,14.899396795928
"232","New Haven, CT    ",1952,41.7,73.4,1,12,13.7179155798494
"233","New Haven, CT    ",1953,41.7,73.4,1,12,11.6728437053936
"234","New Haven, CT    ",1954,41.7,73.4,1,12,14.3795134629199
"235","New Haven, CT    ",1955,41.7,73.4,1,12,14.7468897028711
"236","New Haven, CT    ",1956,41.7,73.4,1,12,24.5195720091002
"237","New Haven, CT    ",1957,41.7,73.4,1,12,11.0990265752868
"238","New Haven, CT    ",1958,41.7,73.4,1,12,34.4703460733738
"239","New Haven, CT    ",1959,41.7,73.4,1,12,28.4284687524465
"240","New Haven, CT    ",1960,41.7,73.4,1,12,27.6841320791139
"241","Wilmington, DE   ",1931,40.5,76.3,1,80,38.7717645857212
"242","Wilmington, DE   ",1932,40.5,76.3,1,80,30.4928208615088
"243","Wilmington, DE   ",1933,40.5,76.3,1,80,35.6949083602233
"244","Wilmington, DE   ",1934,40.5,76.3,1,80,19.2256400360212
"245","Wilmington, DE   ",1935,40.5,76.3,1,80,30.9930162062263
"246","Wilmington, DE   ",1936,40.5,76.3,1,80,20.4437923575756
"247","Wilmington, DE   ",1937,40.5,76.3,1,80,28.0538482574204
"248","Wilmington, DE   ",1938,40.5,76.3,1,80,12.8739664503749
"249","Wilmington, DE   ",1939,40.5,76.3,1,80,21.7625103312984
"250","Wilmington, DE   ",1940,40.5,76.3,1,80,32.3919741435827
"251","Wilmington, DE   ",1941,40.5,76.3,1,80,15.5612468296923
"252","Wilmington, DE   ",1942,40.5,76.3,1,80,30.4138855065272
"253","Wilmington, DE   ",1943,40.5,76.3,1,80,22.7120755614489
"254","Wilmington, DE   ",1944,40.5,76.3,1,80,29.1684528468217
"255","Wilmington, DE   ",1945,40.5,76.3,1,80,36.3226204008573
"256","Wilmington, DE   ",1946,40.5,76.3,1,80,18.1229605857158
"257","Wilmington, DE   ",1947,40.5,76.3,1,80,26.8054400832363
"258","Wilmington, DE   ",1948,40.5,76.3,1,80,35.0541797809343
"259","Wilmington, DE   ",1949,40.5,76.3,1,80,13.3851333423142
"260","Wilmington, DE   ",1950,40.5,76.3,1,80,28.7535185645833
"261","Wilmington, DE   ",1951,40.5,76.3,1,80,33.3707377660845
"262","Wilmington, DE   ",1952,40.5,76.3,1,80,28.6201522499093
"263","Wilmington, DE   ",1953,40.5,76.3,1,80,14.0636605214797
"264","Wilmington, DE   ",1954,40.5,76.3,1,80,31.0034975207677
"265","Wilmington, DE   ",1955,40.5,76.3,1,80,16.4428865827792
"266","Wilmington, DE   ",1956,40.5,76.3,1,80,34.0284338548131
"267","Wilmington, DE   ",1957,40.5,76.3,1,80,17.8933009721014
"268","Wilmington, DE   ",1958,40.5,76.3,1,80,24.5407476058383
"269","Wilmington, DE   ",1959,40.5,76.3,1,80,21.3337849845223
"270","Wilmington, DE   ",1960,40.5,76.3,1,80,14.7220063235373
"271","Washington, DC   ",1931,39.7,77.5,1,16,24.9915430146145
"272","Washington, DC   ",1932,39.7,77.5,1,16,40.3080575527556
"273","Washington, DC   ",1933,39.7,77.5,1,16,30.7708107821748
"274","Washington, DC   ",1934,39.7,77.5,1,16,42.6807597987459
"275","Washington, DC   ",1935,39.7,77.5,1,16,19.4039089262878
"276","Washington, DC   ",1936,39.7,77.5,1,16,27.6230645591144
"277","Washington, DC   ",1937,39.7,77.5,1,16,33.5268586477106
"278","Washington, DC   ",1938,39.7,77.5,1,16,31.0114446729768
"279","Washington, DC   ",1939,39.7,77.5,1,16,28.5786375175118
"280","Washington, DC   ",1940,39.7,77.5,1,16,22.4615707993683
"281","Washington, DC   ",1941,39.7,77.5,1,16,25.248101537042
"282","Washington, DC   ",1942,39.7,77.5,1,16,31.2899647510872
"283","Washington, DC   ",1943,39.7,77.5,1,16,30.6310411597993
"284","Washington, DC   ",1944,39.7,77.5,1,16,36.7887357847183
"285","Washington, DC   ",1945,39.7,77.5,1,16,30.6320896025436
"286","Washington, DC   ",1946,39.7,77.5,1,16,41.9362971702269
"287","Washington, DC   ",1947,39.7,77.5,1,16,41.3152402797269
"288","Washington, DC   ",1948,39.7,77.5,1,16,32.9504973130145
"289","Washington, DC   ",1949,39.7,77.5,1,16,30.1527430930407
"290","Washington, DC   ",1950,39.7,77.5,1,16,29.8881706201534
"291","Washington, DC   ",1951,39.7,77.5,1,16,33.7444600456613
"292","Washington, DC   ",1952,39.7,77.5,1,16,20.7938120735801
"293","Washington, DC   ",1953,39.7,77.5,1,16,17.9904371072749
"294","Washington, DC   ",1954,39.7,77.5,1,16,25.0579203416662
"295","Washington, DC   ",1955,39.7,77.5,1,16,35.9899032192716
"296","Washington, DC   ",1956,39.7,77.5,1,16,36.2586134185446
"297","Washington, DC   ",1957,39.7,77.5,1,16,19.9152613014911
"298","Washington, DC   ",1958,39.7,77.5,1,16,35.2456443993752
"299","Washington, DC   ",1959,39.7,77.5,1,16,40.2860928285829
"300","Washington, DC   ",1960,39.7,77.5,1,16,39.5345075216709
"301","Jacksonville, FL ",1931,31,82.3,1,30,38.5951161878938
"302","Jacksonville, FL ",1932,31,82.3,1,30,38.5821506971286
"303","Jacksonville, FL ",1933,31,82.3,1,30,33.9768015907071
"304","Jacksonville, FL ",1934,31,82.3,1,30,32.3616800147364
"305","Jacksonville, FL ",1935,31,82.3,1,30,48.4006503589279
"306","Jacksonville, FL ",1936,31,82.3,1,30,55.7037011493719
"307","Jacksonville, FL ",1937,31,82.3,1,30,56.7493504778491
"308","Jacksonville, FL ",1938,31,82.3,1,30,51.2082513493357
"309","Jacksonville, FL ",1939,31,82.3,1,30,55.7502116877265
"310","Jacksonville, FL ",1940,31,82.3,1,30,52.5923778272505
"311","Jacksonville, FL ",1941,31,82.3,1,30,52.4982119375339
"312","Jacksonville, FL ",1942,31,82.3,1,30,49.9555245298566
"313","Jacksonville, FL ",1943,31,82.3,1,30,42.8309718732473
"314","Jacksonville, FL ",1944,31,82.3,1,30,37.0724311486042
"315","Jacksonville, FL ",1945,31,82.3,1,30,50.3637541458169
"316","Jacksonville, FL ",1946,31,82.3,1,30,38.3245624711337
"317","Jacksonville, FL ",1947,31,82.3,1,30,56.7069533370673
"318","Jacksonville, FL ",1948,31,82.3,1,30,43.8159945846697
"319","Jacksonville, FL ",1949,31,82.3,1,30,51.3672664029004
"320","Jacksonville, FL ",1950,31,82.3,1,30,33.875799063719
"321","Jacksonville, FL ",1951,31,82.3,1,30,45.4032804473898
"322","Jacksonville, FL ",1952,31,82.3,1,30,33.320301054056
"323","Jacksonville, FL ",1953,31,82.3,1,30,49.39799719827
"324","Jacksonville, FL ",1954,31,82.3,1,30,47.9261284216155
"325","Jacksonville, FL ",1955,31,82.3,1,30,57.4487621608998
"326","Jacksonville, FL ",1956,31,82.3,1,30,48.7509589145183
"327","Jacksonville, FL ",1957,31,82.3,1,30,38.9968819860283
"328","Jacksonville, FL ",1958,31,82.3,1,30,34.5559760254465
"329","Jacksonville, FL ",1959,31,82.3,1,30,56.6354209266726
"330","Jacksonville, FL ",1960,31,82.3,1,30,40.3519734433681
"331","Key West, FL     ",1931,25,82,1,3,63.1727861341029
"332","Key West, FL     ",1932,25,82,1,3,56.4680181677753
"333","Key West, FL     ",1933,25,82,1,3,59.4734445727694
"334","Key West, FL     ",1934,25,82,1,3,74.4683598143889
"335","Key West, FL     ",1935,25,82,1,3,56.748987494606
"336","Key West, FL     ",1936,25,82,1,3,71.8131616656973
"337","Key West, FL     ",1937,25,82,1,3,58.629775833575
"338","Key West, FL     ",1938,25,82,1,3,69.6930713318833
"339","Key West, FL     ",1939,25,82,1,3,78.1786567963816
"340","Key West, FL     ",1940,25,82,1,3,52.850941840285
"341","Key West, FL     ",1941,25,82,1,3,53.9526688784074
"342","Key West, FL     ",1942,25,82,1,3,62.9928038129842
"343","Key West, FL     ",1943,25,82,1,3,65.5906190627977
"344","Key West, FL     ",1944,25,82,1,3,70.3251334309481
"345","Key West, FL     ",1945,25,82,1,3,69.8660014534317
"346","Key West, FL     ",1946,25,82,1,3,69.3366907950277
"347","Key West, FL     ",1947,25,82,1,3,69.2179632733862
"348","Key West, FL     ",1948,25,82,1,3,67.5584242460677
"349","Key West, FL     ",1949,25,82,1,3,55.2203509507768
"350","Key West, FL     ",1950,25,82,1,3,54.8176394541987
"351","Key West, FL     ",1951,25,82,1,3,54.5237642573262
"352","Key West, FL     ",1952,25,82,1,3,64.2253482115449
"353","Key West, FL     ",1953,25,82,1,3,73.6190090281607
"354","Key West, FL     ",1954,25,82,1,3,65.1002627680227
"355","Key West, FL     ",1955,25,82,1,3,55.2761587149812
"356","Key West, FL     ",1956,25,82,1,3,61.0041316544328
"357","Key West, FL     ",1957,25,82,1,3,54.4283427068737
"358","Key West, FL     ",1958,25,82,1,3,64.9853599655126
"359","Key West, FL     ",1959,25,82,1,3,70.8010048854674
"360","Key West, FL     ",1960,25,82,1,3,52.6166040288224
"361","Miami, FL        ",1931,26.3,80.7,1,11,46.4610701403779
"362","Miami, FL        ",1932,26.3,80.7,1,11,44.7527934167309
"363","Miami, FL        ",1933,26.3,80.7,1,11,49.4942103427974
"364","Miami, FL        ",1934,26.3,80.7,1,11,59.3727293895548
"365","Miami, FL        ",1935,26.3,80.7,1,11,58.6617492911733
"366","Miami, FL        ",1936,26.3,80.7,1,11,65.2654267724974
"367","Miami, FL        ",1937,26.3,80.7,1,11,54.9331812101939
"368","Miami, FL        ",1938,26.3,80.7,1,11,66.2451670742311
"369","Miami, FL        ",1939,26.3,80.7,1,11,48.9146963855479
"370","Miami, FL        ",1940,26.3,80.7,1,11,49.2477219044761
"371","Miami, FL        ",1941,26.3,80.7,1,11,56.0457971862792
"372","Miami, FL        ",1942,26.3,80.7,1,11,59.1199116490752
"373","Miami, FL        ",1943,26.3,80.7,1,11,67.6813233401625
"374","Miami, FL        ",1944,26.3,80.7,1,11,50.4715057810499
"375","Miami, FL        ",1945,26.3,80.7,1,11,59.7606682938948
"376","Miami, FL        ",1946,26.3,80.7,1,11,67.256313384182
"377","Miami, FL        ",1947,26.3,80.7,1,11,66.2712743361997
"378","Miami, FL        ",1948,26.3,80.7,1,11,67.2585538769888
"379","Miami, FL        ",1949,26.3,80.7,1,11,53.6588850545288
"380","Miami, FL        ",1950,26.3,80.7,1,11,62.4434916767098
"381","Miami, FL        ",1951,26.3,80.7,1,11,46.179663994315
"382","Miami, FL        ",1952,26.3,80.7,1,11,70.7297926772579
"383","Miami, FL        ",1953,26.3,80.7,1,11,45.2242724921733
"384","Miami, FL        ",1954,26.3,80.7,1,11,57.580005676757
"385","Miami, FL        ",1955,26.3,80.7,1,11,48.0978017858477
"386","Miami, FL        ",1956,26.3,80.7,1,11,46.4427436453206
"387","Miami, FL        ",1957,26.3,80.7,1,11,48.6268920705426
"388","Miami, FL        ",1958,26.3,80.7,1,11,68.0940083035283
"389","Miami, FL        ",1959,26.3,80.7,1,11,45.3924700450842
"390","Miami, FL        ",1960,26.3,80.7,1,11,68.9986517983561
